zip_code,City,CountyName,investment_score,vacancy_rate,price_cut_rate,renter_occupied_units,eviction_count,non_payment_count,ellis_count,owner_exit_count,eviction_rate_per_1k,d_eviction_rate,d_vacancy,d_price_cuts,d_ellis,distress_score,mkt_score
94132,San Francisco,San Francisco County,50.355839416058394,0.1217851739788199,0.0833333333333333,5539.0,84.0,20.0,2.0,7.0,15.16519227297346,94.16058394160584,77.73722627737226,33.02919708029197,94.34306569343066,74.7992700729927,50.355839416058394
94123,San Francisco,San Francisco County,77.28102189781023,0.1661168708765315,0.0277777777777777,9108.0,99.0,6.0,3.0,11.0,10.869565217391305,91.24087591240875,84.67153284671532,26.277372262773724,95.07299270072993,73.93248175182481,77.28102189781023
94118,San Francisco,San Francisco County,76.13138686131387,0.115049458313707,0.0588235294117647,10899.0,129.0,9.0,9.0,23.0,11.835948252133223,91.97080291970804,77.00729927007299,30.656934306569344,97.62773722627736,73.75,76.13138686131387
94114,San Francisco,San Francisco County,75.07299270072993,0.0929422872654313,0.0898876404494382,9314.0,136.0,36.0,1.0,14.0,14.601674898003006,93.7956204379562,68.24817518248175,33.57664233576642,93.43065693430657,72.2992700729927,75.07299270072993
94121,San Francisco,San Francisco County,73.22080291970804,0.0919521024784182,0.0285714285714285,10119.0,165.0,19.0,23.0,36.0,16.30595908686629,94.8905109489051,67.88321167883211,26.642335766423358,99.08759124087592,71.70620437956204,73.22080291970804
94108,San Francisco,San Francisco County,64.47992700729927,0.2289063705074811,0.0434782608695652,5828.0,94.0,13.0,0.0,1.0,16.129032258064516,94.52554744525547,91.24087591240875,29.927007299270077,46.53284671532847,70.35583941605839,64.47992700729927
94117,San Francisco,San Francisco County,82.62773722627738,0.1222543844713093,0.0,12993.0,179.0,15.0,8.0,18.0,13.776648964827215,92.7007299270073,78.46715328467153,13.138686131386862,97.08029197080292,69.90875912408758,82.62773722627738
94116,San Francisco,San Francisco County,48.77737226277373,0.0655257678292556,0.0425531914893617,3997.0,134.0,9.0,23.0,39.0,33.525143857893426,98.17518248175182,52.18978102189781,29.56204379562044,99.08759124087592,69.66240875912408,48.77737226277373
94127,San Francisco,San Francisco County,52.06204379562044,0.0646170589035505,0.0303030303030303,1335.0,38.0,0.0,6.0,5.0,28.46441947565543,97.44525547445255,51.45985401459854,27.00729927007299,95.98540145985402,68.12043795620437,52.06204379562044
94112,San Francisco,San Francisco County,53.88686131386861,0.0558296546351597,0.0389610389610389,7417.0,251.0,46.0,30.0,57.0,33.841175677497645,98.54014598540147,41.24087591240876,28.832116788321166,99.63503649635037,66.95255474452556,53.88686131386861
94134,San Francisco,San Francisco County,59.36131386861315,0.0526991256918264,0.0816326530612244,4485.0,104.0,15.0,10.0,16.0,23.18840579710145,96.35036496350365,38.32116788321168,32.481751824817515,98.17518248175182,66.14963503649633,59.36131386861315
94122,San Francisco,San Francisco County,70.87591240875912,0.0718108831400535,0.0,11233.0,196.0,23.0,18.0,33.0,17.44858897890145,95.62043795620438,57.66423357664233,13.138686131386862,98.54014598540147,65.94890510948905,70.87591240875912
95110,San Jose,Santa Clara County,43.083941605839414,0.1194922672891742,0.2978723404255319,4239.0,,,,,0.0,45.07299270072993,77.37226277372264,95.25547445255475,46.53284671532847,65.91240875912409,43.083941605839414
95442,Glen Ellen,Sonoma County,30.0,0.2098962490023942,0.2121212121212121,342.0,,,,,0.0,45.07299270072993,89.05109489051095,77.00729927007299,46.53284671532847,64.27007299270073,30.0
95117,San Jose,Santa Clara County,52.35401459854014,0.0935412026726058,0.3,6432.0,,,,,0.0,45.07299270072993,68.61313868613139,95.98540145985402,46.53284671532847,63.90510948905109,52.35401459854014
94111,San Francisco,San Francisco County,67.04379562043795,0.1672117743254292,,1924.0,25.0,15.0,0.0,0.0,12.993762993762994,92.33576642335767,85.03649635036497,13.138686131386862,46.53284671532847,63.841240875912405,67.04379562043795
95446,Guerneville,Sonoma County,26.386861313868614,0.3481512255920233,0.2,750.0,,,,,0.0,45.07299270072993,93.7956204379562,69.8905109489051,46.53284671532847,63.677007299270066,26.386861313868614
94518,Concord,Contra Costa County,42.18978102189781,0.0119268745722944,0.3108108108108108,3017.0,1.0,1.0,0.0,0.0,0.33145508783559824,90.51094890510949,1.4598540145985401,97.08029197080292,46.53284671532847,63.29379562043795,42.18978102189781
94158,San Francisco,San Francisco County,59.24270072992701,0.1033103754721173,,2798.0,107.0,63.0,0.0,0.0,38.24160114367405,99.63503649635037,71.8978102189781,13.138686131386862,46.53284671532847,63.11131386861313,59.24270072992701
94558,Napa,Napa County,35.54744525547445,0.1248917659670968,0.2162162162162162,7758.0,,,,,0.0,45.07299270072993,79.92700729927007,77.73722627737226,46.53284671532847,62.17153284671532,35.54744525547445
94104,San Francisco,San Francisco County,63.18430656934307,0.1111111111111111,,213.0,3.0,2.0,0.0,0.0,14.084507042253522,93.06569343065694,75.18248175182481,13.138686131386862,46.53284671532847,61.63321167883211,63.18430656934307
94965,Sausalito,Marin County,52.7919708029197,0.0718868234907057,0.3225806451612903,2823.0,,,,,0.0,45.07299270072993,58.02919708029197,97.44525547445255,46.53284671532847,61.62408759124087,52.7919708029197
95448,Healdsburg,Sonoma County,38.37591240875912,0.2178730752626277,0.1868131868131868,2679.0,,,,,0.0,45.07299270072993,89.78102189781022,65.32846715328468,46.53284671532847,61.53284671532846,38.37591240875912
94303,East Palo Alto,San Mateo County,48.01094890510949,0.0795741103950686,0.2622950819672131,6176.0,,,,,0.0,45.07299270072993,62.40875912408759,91.6058394160584,46.53284671532847,61.25912408759123,48.01094890510949
94401,San Mateo,San Mateo County,50.78467153284672,0.0776572000307858,0.2631578947368421,7132.0,,,,,0.0,45.07299270072993,61.67883211678832,91.97080291970804,46.53284671532847,61.16788321167883,50.78467153284672
94505,Discovery Bay,Contra Costa County,20.85766423357664,0.0954031375410434,0.2293577981651376,556.0,,,,,0.0,45.07299270072993,68.97810218978103,83.57664233576642,46.53284671532847,60.894160583941606,20.85766423357664
94607,Oakland,Alameda County,46.66058394160584,0.1517774602907807,0.1951219512195122,7881.0,,,,,0.0,45.07299270072993,82.48175182481752,68.06569343065694,46.53284671532847,60.39233576642336,46.66058394160584
94923,Occidental,Sonoma County,28.175182481751825,0.9923312883435584,0.1538461538461538,174.0,,,,,0.0,45.07299270072993,98.54014598540147,51.64233576642335,46.53284671532847,60.30109489051094,28.175182481751825
95008,Campbell,Santa Clara County,55.65693430656934,0.0696818301341046,0.2769230769230769,9476.0,,,,,0.0,45.07299270072993,55.47445255474452,93.97810218978103,46.53284671532847,60.11861313868613,55.65693430656934
94542,Hayward,Alameda County,38.558394160583944,0.0658288450029922,0.3076923076923077,1471.0,,,,,0.0,45.07299270072993,52.55474452554745,96.71532846715328,46.53284671532847,60.07299270072993,38.558394160583944
94508,Angwin,Napa County,43.7043795620438,0.2226720647773279,0.1724137931034483,343.0,,,,,0.0,45.07299270072993,90.51094890510949,58.3941605839416,46.53284671532847,59.98175182481751,43.7043795620438
95033,Lexington Hills,Santa Clara County,38.64963503649635,0.124634600053149,0.1884057971014492,727.0,,,,,0.0,45.07299270072993,79.56204379562044,65.69343065693431,46.53284671532847,59.06934306569343,38.64963503649635
95126,San Jose,Santa Clara County,51.75182481751824,0.0635044064282011,0.2727272727272727,10106.0,,,,,0.0,45.07299270072993,50.36496350364964,93.43065693430657,46.53284671532847,58.70437956204379,51.75182481751824
94511,Bethel Island,Contra Costa County,32.72810218978102,0.3076009501187648,0.15,226.0,,,,,0.0,45.07299270072993,92.7007299270073,50.0,46.53284671532847,58.43065693430657,32.72810218978102
95128,San Jose,Santa Clara County,52.18978102189781,0.0823239283382896,0.2203389830508474,7684.0,,,,,0.0,45.07299270072993,63.868613138686136,78.28467153284672,46.53284671532847,58.293795620437955,52.18978102189781
94559,Napa,Napa County,45.25547445255474,0.1086977601086008,0.1919191919191919,5140.0,,,,,0.0,45.07299270072993,74.81751824817519,66.78832116788321,46.53284671532847,58.15693430656934,45.25547445255474
94062,Emerald Lake Hills,San Mateo County,47.956204379562045,0.078417191858663,0.2207792207792207,2674.0,,,,,0.0,45.07299270072993,62.04379562043796,78.83211678832117,46.53284671532847,57.97445255474452,47.956204379562045
95134,San Jose,Santa Clara County,54.543795620437955,0.0838070252149832,,11937.0,1.0,1.0,0.0,0.0,0.08377314233056883,90.14598540145985,64.59854014598541,13.138686131386862,46.53284671532847,57.965328467153284,54.543795620437955
94574,Saint Helena,Napa County,46.42335766423358,0.2490598785073763,0.1475409836065573,1124.0,,,,,0.0,45.07299270072993,91.6058394160584,48.722627737226276,46.53284671532847,57.83759124087591,46.42335766423358
95118,San Jose,Santa Clara County,48.6405109489051,0.054308599595106,0.3478260869565217,4163.0,,,,,0.0,45.07299270072993,39.78102189781022,99.27007299270073,46.53284671532847,57.51824817518248,48.6405109489051
95476,Sonoma,Sonoma County,34.85401459854015,0.0970721163293378,0.1962025316455696,5359.0,,,,,0.0,45.07299270072993,69.7080291970803,68.61313868613139,46.53284671532847,57.335766423357654,34.85401459854015
95409,Santa Rosa,Sonoma County,33.70437956204379,0.0702597840755735,0.2242990654205607,3973.0,,,,,0.0,45.07299270072993,56.20437956204379,80.65693430656934,46.53284671532847,56.97080291970802,33.70437956204379
94608,Emeryville,Alameda County,50.00000000000001,0.1044404746714303,0.1818181818181818,10422.0,,,,,0.0,45.07299270072993,73.35766423357664,63.32116788321168,46.53284671532847,56.92518248175182,50.00000000000001
94621,Oakland,Alameda County,43.448905109489054,0.0589979246961162,0.2571428571428571,6623.0,,,,,0.0,45.07299270072993,45.25547445255474,91.05839416058394,46.53284671532847,56.833941605839414,43.448905109489054
94028,Portola Valley,San Mateo County,41.879562043795616,0.0590291262135922,0.25,432.0,,,,,0.0,45.07299270072993,45.62043795620438,88.6861313868613,46.53284671532847,56.33211678832116,41.879562043795616
94403,San Mateo,San Mateo County,54.52554744525549,0.0809053696123284,0.2028985507246377,7845.0,,,,,0.0,45.07299270072993,63.503649635036496,70.8029197080292,46.53284671532847,56.33211678832116,54.52554744525549
94920,Tiburon,Marin County,54.41605839416058,0.0851477449455676,0.1951219512195122,1562.0,,,,,0.0,45.07299270072993,64.96350364963503,68.06569343065694,46.53284671532847,56.01277372262773,54.41605839416058
94043,Mountain View,Santa Clara County,63.394160583941606,0.1033734759518288,0.1764705882352941,7421.0,,,,,0.0,45.07299270072993,72.26277372262774,60.76642335766424,46.53284671532847,56.01277372262773,63.394160583941606
94022,Los Altos,Santa Clara County,50.720802919708035,0.1111565181855333,0.1702127659574468,1344.0,,,,,0.0,45.07299270072993,75.54744525547446,57.299270072992705,46.53284671532847,55.96715328467153,50.720802919708035
94595,Walnut Creek,Contra Costa County,32.7007299270073,0.0508032547465053,0.2982456140350877,1865.0,,,,,0.0,45.07299270072993,37.22627737226277,95.62043795620438,46.53284671532847,55.967153284671525,32.7007299270073
94040,Mountain View,Santa Clara County,64.96350364963503,0.1034917684545937,0.175438596491228,9416.0,,,,,0.0,45.07299270072993,72.62773722627736,59.67153284671532,46.53284671532847,55.830291970802904,64.96350364963503
94947,Novato,Marin County,34.7992700729927,0.0455236853541938,0.3548387096774194,2389.0,,,,,0.0,45.07299270072993,32.481751824817515,99.63503649635037,46.53284671532847,55.784671532846716,34.7992700729927
94066,San Bruno,San Mateo County,44.99999999999999,0.0759443602083196,0.2037037037037037,5639.0,,,,,0.0,45.07299270072993,60.58394160583942,71.53284671532847,46.53284671532847,55.784671532846716,44.99999999999999
95688,Vacaville,Solano County,43.7956204379562,0.0585678660491628,0.2434782608695652,4129.0,,,,,0.0,45.07299270072993,44.89051094890511,86.86131386861314,46.53284671532847,55.693430656934304,43.7956204379562
94538,Fremont,Alameda County,51.71532846715328,0.0564151284835323,0.2542372881355932,12207.0,,,,,0.0,45.07299270072993,41.97080291970803,89.78102189781022,46.53284671532847,55.6934306569343,51.71532846715328
94085,Sunnyvale,Santa Clara County,61.21350364963504,0.0630026809651474,0.2258064516129032,5432.0,,,,,0.0,45.07299270072993,50.0,81.56934306569343,46.53284671532847,55.647810218978094,61.21350364963504
94301,Palo Alto,Santa Clara County,66.55109489051094,0.155680224403927,0.1463414634146341,3201.0,,,,,0.0,45.07299270072993,83.21167883211679,47.99270072992701,46.53284671532847,55.55656934306569,66.55109489051094
94930,Fairfax,Marin County,44.62591240875913,0.0912828947368421,0.1818181818181818,1234.0,,,,,0.0,45.07299270072993,67.15328467153284,63.32116788321168,46.53284671532847,55.374087591240865,44.62591240875913
94590,Vallejo,Solano County,45.51094890510949,0.0714285714285714,0.2040816326530612,8882.0,,,,,0.0,45.07299270072993,56.934306569343065,72.08029197080292,46.53284671532847,55.00912408759123,45.51094890510949
95620,Dixon,Solano County,56.91605839416058,0.0430679250299082,0.3333333333333333,2893.0,,,,,0.0,45.07299270072993,29.1970802919708,98.17518248175182,46.53284671532847,54.598540145985396,56.91605839416058
95497,The Sea Ranch,Sonoma County,31.998175182481756,1.855365474339036,0.032258064516129,45.0,,,,,0.0,45.07299270072993,99.63503649635037,27.37226277372263,46.53284671532847,54.50729927007299,31.998175182481756
94089,Sunnyvale,Santa Clara County,48.95985401459855,0.0417821123794746,0.3333333333333333,4255.0,,,,,0.0,45.07299270072993,28.102189781021895,98.17518248175182,46.53284671532847,54.32481751824817,48.95985401459855
95687,Vacaville,Solano County,45.36496350364964,0.0565059386633575,0.2275862068965517,7818.0,,,,,0.0,45.07299270072993,42.33576642335766,82.48175182481752,46.53284671532847,53.959854014598534,45.36496350364964
94510,Benicia,Solano County,44.50729927007299,0.0428492950009155,0.2972972972972973,3260.0,,,,,0.0,45.07299270072993,28.832116788321166,94.8905109489051,46.53284671532847,53.686131386861305,44.50729927007299
94550,Livermore,Alameda County,41.11313868613139,0.0569524913093858,0.2222222222222222,4227.0,,,,,0.0,45.07299270072993,43.06569343065693,79.37956204379562,46.53284671532847,53.366788321167874,41.11313868613139
94515,Calistoga,Napa County,47.58211678832117,0.1946480938416422,0.0952380952380952,936.0,,,,,0.0,45.07299270072993,87.59124087591242,34.67153284671533,46.53284671532847,53.32116788321168,47.58211678832117
94589,Vallejo,Solano County,37.11678832116789,0.0374790619765494,0.3396226415094339,3524.0,,,,,0.0,45.07299270072993,23.357664233576642,98.90510948905109,46.53284671532847,53.32116788321167,37.11678832116789
94563,Orinda,Contra Costa County,46.040145985401466,0.0405532429166107,0.2769230769230769,529.0,,,,,0.0,45.07299270072993,25.91240875912409,93.97810218978103,46.53284671532847,52.72810218978102,46.040145985401466
94601,Oakland,Alameda County,47.93795620437956,0.0723335205641889,0.1774193548387097,10592.0,,,,,0.0,45.07299270072993,58.3941605839416,61.31386861313869,46.53284671532847,52.68248175182481,47.93795620437956
94610,Oakland,Alameda County,65.56569343065695,0.1072917983065841,0.140625,10067.0,,,,,0.0,45.07299270072993,73.72262773722628,45.98540145985402,46.53284671532847,52.68248175182481,65.56569343065695
94523,Pleasant Hill,Contra Costa County,52.13503649635037,0.0449630051223676,0.25,5148.0,,,,,0.0,45.07299270072993,30.656934306569344,88.6861313868613,46.53284671532847,52.591240875912405,52.13503649635037
94568,Dublin,Alameda County,48.029197080291965,0.04074969257516,0.2681564245810056,8404.0,,,,,0.0,45.07299270072993,26.277372262773724,92.7007299270073,46.53284671532847,52.5,48.029197080291965
94566,Pleasanton,Alameda County,43.3941605839416,0.045853840882188,0.2365591397849462,4551.0,,,,,0.0,45.07299270072993,33.21167883211679,85.40145985401459,46.53284671532847,52.40875912408758,43.3941605839416
95070,Saratoga,Santa Clara County,44.43430656934307,0.0700964050815388,0.1785714285714285,1450.0,,,,,0.0,45.07299270072993,55.839416058394164,62.59124087591241,46.53284671532847,52.363138686131386,44.43430656934307
94536,Fremont,Alameda County,47.31751824817518,0.0490136754205494,0.2288135593220339,10262.0,,,,,0.0,45.07299270072993,35.4014598540146,82.84671532846716,46.53284671532847,52.317518248175176,47.31751824817518
95127,San Jose,Santa Clara County,37.22627737226277,0.0623181070479564,0.1967213114754098,5398.0,,,,,0.0,45.07299270072993,49.27007299270073,68.97810218978103,46.53284671532847,52.317518248175176,37.22627737226277
95030,Los Gatos,Santa Clara County,50.310218978102185,0.1007957559681697,0.1458333333333333,1164.0,,,,,0.0,45.07299270072993,70.43795620437956,47.44525547445255,46.53284671532847,52.22627737226277,50.310218978102185
94539,Fremont,Alameda County,45.49270072992701,0.055938090305283,0.209090909090909,3310.0,,,,,0.0,45.07299270072993,41.605839416058394,75.91240875912408,46.53284671532847,52.13503649635036,45.49270072992701
94577,San Leandro,Alameda County,49.470802919708035,0.0450731239510908,0.2372881355932203,7256.0,,,,,0.0,45.07299270072993,31.386861313868614,85.76642335766424,46.53284671532847,52.04379562043795,49.470802919708035
94571,Rio Vista,Solano County,43.85948905109489,0.0361287907150879,0.3020833333333333,1156.0,,,,,0.0,45.07299270072993,20.437956204379564,96.35036496350365,46.53284671532847,51.95255474452554,43.85948905109489
95051,Santa Clara,Santa Clara County,62.82846715328467,0.0729225063607745,0.1709401709401709,12470.0,,,,,0.0,45.07299270072993,58.75912408759124,58.02919708029197,46.53284671532847,51.95255474452554,62.82846715328467
94603,Oakland,Alameda County,45.2007299270073,0.0445432192169472,0.2432432432432432,5787.0,,,,,0.0,45.07299270072993,30.29197080291971,86.4963503649635,46.53284671532847,51.95255474452554,45.2007299270073
94025,Menlo Park,San Mateo County,65.74817518248176,0.1309498919785351,0.0985915492957746,5725.0,,,,,0.0,45.07299270072993,80.2919708029197,35.76642335766424,46.53284671532847,51.77007299270072,65.74817518248176
94030,Millbrae,San Mateo County,46.815693430656935,0.0641565518949715,0.1851851851851851,3119.0,,,,,0.0,45.07299270072993,51.09489051094891,64.96350364963503,46.53284671532847,51.77007299270072,46.815693430656935
94939,Larkspur,Marin County,62.6551094890511,0.095554272517321,0.1428571428571428,1799.0,,,,,0.0,45.07299270072993,69.34306569343066,46.53284671532847,46.53284671532847,51.72445255474452,62.6551094890511
94606,Oakland,Alameda County,55.61131386861314,0.1073795564618914,0.119047619047619,12631.0,,,,,0.0,45.07299270072993,74.08759124087592,40.693430656934304,46.53284671532847,51.4507299270073,55.61131386861314
94534,Fairfield,Solano County,41.6970802919708,0.0434718429404384,0.2307692307692307,3197.0,,,,,0.0,45.07299270072993,29.56204379562044,84.12408759124088,46.53284671532847,51.17700729927007,41.6970802919708
94970,Stinson Beach,Marin County,32.88321167883212,2.276315789473684,,92.0,,,,,0.0,45.07299270072993,100.0,13.138686131386862,46.53284671532847,51.04014598540145,32.88321167883212
95125,San Jose,Santa Clara County,54.23357664233577,0.0522594821820961,0.2076923076923077,8577.0,,,,,0.0,45.07299270072993,37.95620437956204,75.0,46.53284671532847,50.99452554744525,54.23357664233577
95450,Jenner,Sonoma County,37.49087591240876,1.6339285714285714,,43.0,,,,,0.0,45.07299270072993,99.27007299270073,13.138686131386862,46.53284671532847,50.85766423357664,37.49087591240876
95404,Santa Rosa,Sonoma County,49.53467153284672,0.0714149200484168,0.1636363636363636,6586.0,,,,,0.0,45.07299270072993,56.56934306569343,55.65693430656934,46.53284671532847,50.81204379562043,49.53467153284672
94929,,Marin County,52.52737226277373,1.2849462365591398,,75.0,,,,,0.0,45.07299270072993,98.90510948905109,13.138686131386862,46.53284671532847,50.76642335766422,52.52737226277373
94129,San Francisco,San Francisco County,79.13321167883213,0.0465815176558978,,1331.0,3.0,0.0,0.0,0.0,2.2539444027047333,90.87591240875912,34.306569343065696,13.138686131386862,46.53284671532847,50.647810218978094,79.13321167883213
94971,Tomales,Marin County,44.93613138686132,0.868421052631579,,21.0,,,,,0.0,45.07299270072993,98.17518248175182,13.138686131386862,46.53284671532847,50.583941605839414,44.93613138686132
95465,Occidental,Sonoma County,42.10766423357664,0.8493408662900188,,185.0,,,,,0.0,45.07299270072993,97.8102189781022,13.138686131386862,46.53284671532847,50.49270072992701,42.10766423357664
94587,Union City,Alameda County,41.77007299270074,0.0384947267497603,0.2450980392156862,7102.0,,,,,0.0,45.07299270072993,23.722627737226276,87.22627737226277,46.53284671532847,50.492700729927,41.77007299270074
94940,Marshall,Marin County,41.81569343065694,0.7796610169491526,,55.0,,,,,0.0,45.07299270072993,97.44525547445255,13.138686131386862,46.53284671532847,50.40145985401459,41.81569343065694
94583,San Ramon,Contra Costa County,45.74817518248175,0.0288173925731378,0.3333333333333333,3681.0,,,,,0.0,45.07299270072993,12.408759124087592,98.17518248175182,46.53284671532847,50.40145985401459,45.74817518248175
94924,Bolinas,Marin County,41.706204379562045,0.7629757785467128,,202.0,,,,,0.0,45.07299270072993,97.08029197080292,13.138686131386862,46.53284671532847,50.310218978102185,41.706204379562045
94002,Belmont,San Mateo County,63.57664233576643,0.0667956513727658,0.1636363636363636,4706.0,,,,,0.0,45.07299270072993,54.379562043795616,55.65693430656934,46.53284671532847,50.26459854014598,63.57664233576643
94060,Pescadero,San Mateo County,50.70255474452555,0.7486187845303868,,126.0,,,,,0.0,45.07299270072993,96.71532846715328,13.138686131386862,46.53284671532847,50.21897810218978,50.70255474452555
94553,Martinez,Contra Costa County,44.27007299270073,0.0401063940753103,0.2336448598130841,5362.0,,,,,0.0,45.07299270072993,25.18248175182482,84.67153284671532,46.53284671532847,50.21897810218978,44.27007299270073
95403,Santa Rosa,Sonoma County,50.05474452554744,0.0581875,0.1888888888888888,7150.0,,,,,0.0,45.07299270072993,43.79562043795621,66.05839416058394,46.53284671532847,50.21897810218978,50.05474452554744
94014,Daly City,San Mateo County,58.75912408759124,0.0887683744826602,0.1290322580645161,5780.0,,,,,0.0,45.07299270072993,65.69343065693431,43.97810218978102,46.53284671532847,50.17335766423357,58.75912408759124
95129,San Jose,Santa Clara County,64.34306569343066,0.0673869775376741,0.1632653061224489,5765.0,,,,,0.0,45.07299270072993,54.74452554744526,54.74452554744526,46.53284671532847,50.12773722627737,64.34306569343066
95421,Cazadero,Sonoma County,32.408759124087595,0.7342857142857143,,185.0,,,,,0.0,45.07299270072993,96.35036496350365,13.138686131386862,46.53284671532847,50.12773722627737,32.408759124087595
94560,Newark,Alameda County,45.510948905109494,0.0449848024316109,0.2203389830508474,4515.0,,,,,0.0,45.07299270072993,31.02189781021898,78.28467153284672,46.53284671532847,50.082116788321166,45.510948905109494
95462,Monte Rio,Sonoma County,29.333941605839417,0.7182608695652174,,131.0,,,,,0.0,45.07299270072993,95.98540145985402,13.138686131386862,46.53284671532847,50.036496350364956,29.333941605839417
95014,Cupertino,Santa Clara County,59.43430656934307,0.0595764486851291,0.1785714285714285,8785.0,,,,,0.0,45.07299270072993,46.35036496350365,62.59124087591241,46.53284671532847,49.990875912408754,59.43430656934307
95140,,Santa Clara County,39.571167883211686,0.5789473684210527,,9.0,,,,,0.0,45.07299270072993,95.62043795620438,13.138686131386862,46.53284671532847,49.94525547445255,39.571167883211686
94937,Point Reyes Station,Marin County,23.056569343065696,0.5551470588235294,,130.0,,,,,0.0,45.07299270072993,95.25547445255475,13.138686131386862,46.53284671532847,49.85401459854015,23.056569343065696
94956,Point Reyes Station,Marin County,23.604014598540147,0.4654654654654654,,182.0,,,,,0.0,45.07299270072993,94.8905109489051,13.138686131386862,46.53284671532847,49.76277372262773,23.604014598540147
94619,Oakland,Alameda County,47.153284671532845,0.0616360045733291,0.1739130434782608,2889.0,,,,,0.0,45.07299270072993,48.54014598540146,59.12408759124088,46.53284671532847,49.67153284671532,47.153284671532845
95412,Annapolis,Sonoma County,30.611313868613145,0.3577235772357723,,49.0,,,,,0.0,45.07299270072993,94.52554744525547,13.138686131386862,46.53284671532847,49.67153284671532,30.611313868613145
94547,Hercules,Contra Costa County,28.81386861313869,0.0345939933259176,0.25,1797.0,,,,,0.0,45.07299270072993,18.97810218978102,88.6861313868613,46.53284671532847,49.67153284671532,28.81386861313869
95116,San Jose,Santa Clara County,47.43613138686131,0.0313400842634341,0.2708333333333333,8173.0,,,,,0.0,45.07299270072993,14.5985401459854,93.06569343065694,46.53284671532847,49.67153284671532,47.43613138686131
95492,Windsor,Sonoma County,40.94890510948905,0.0414207205373498,0.2241379310344827,2300.0,,,,,0.0,45.07299270072993,27.37226277372263,80.1094890510949,46.53284671532847,49.62591240875912,40.94890510948905
95419,Camp Meeker,Sonoma County,21.19525547445256,0.3511450381679389,,44.0,,,,,0.0,45.07299270072993,94.16058394160584,13.138686131386862,46.53284671532847,49.58029197080292,21.19525547445256
94941,Mill Valley,Marin County,61.22262773722627,0.0996125282531482,0.1052631578947368,4038.0,,,,,0.0,45.07299270072993,70.07299270072993,37.22627737226277,46.53284671532847,49.58029197080292,61.22262773722627
94019,Half Moon Bay,San Mateo County,55.63868613138686,0.0913842826243691,0.1136363636363636,1334.0,,,,,0.0,45.07299270072993,67.51824817518248,39.416058394160586,46.53284671532847,49.489051094890506,55.63868613138686
94567,Pope Valley,Napa County,21.706204379562045,0.3242009132420091,,79.0,,,,,0.0,45.07299270072993,93.43065693430657,13.138686131386862,46.53284671532847,49.397810218978094,21.706204379562045
94306,Palo Alto,Santa Clara County,65.7846715328467,0.1076291736616302,0.0666666666666666,4812.0,,,,,0.0,45.07299270072993,74.45255474452554,31.934306569343068,46.53284671532847,49.3521897810219,65.7846715328467
